,rt,trial_index,subject,form_assignment,passed_test,button_pressed,condition,stimNum,topic,speaker,form,response,correct,already_heard_by_speaker,numeric_response,Order
4071,9818,108,w688lqgemz,non_conventional,yes,1,Non-Request,9,soup,S3,nonconventional,literal,1,No,0,51
4072,2865,110,w688lqgemz,non_conventional,yes,1,Request,2,back,S3,nonconventional,literal,0,No,0,52
4073,4077,112,w688lqgemz,non_conventional,yes,0,Request,5,laptop,S3,nonconventional,request,1,No,1,53
4074,4255,114,w688lqgemz,non_conventional,yes,0,Request,9,soup,S3,nonconventional,request,1,Yes,1,54
4075,2137,116,w688lqgemz,non_conventional,yes,1,Non-Request,2,back,S3,nonconventional,literal,1,Yes,0,55
4076,4520,118,w688lqgemz,non_conventional,yes,1,Non-Request,5,laptop,S3,nonconventional,literal,1,Yes,0,56
4077,619,120,w688lqgemz,non_conventional,yes,0,Request,1,car,S3,nonconventional,request,1,No,1,57
4078,468,122,w688lqgemz,non_conventional,yes,1,Non-Request,6,office,S3,nonconventional,literal,1,Yes,0,58
4079,979,124,w688lqgemz,non_conventional,yes,0,Non-Request,1,car,S3,nonconventional,request,0,Yes,1,59
4080,461,126,w688lqgemz,non_conventional,yes,1,Non-Request,7,phone,S3,nonconventional,literal,1,Yes,0,60
4081,1019,8,w6blt0x6t6,conventional,yes,0,Request,11,window,S1,conventional,request,1,No,1,1
4082,2026,10,w6blt0x6t6,conventional,yes,0,Non-Request,10,spanish,S1,conventional,request,0,No,1,2
4083,762,12,w6blt0x6t6,conventional,yes,0,Request,12,temperature,S1,conventional,request,1,No,1,3
4084,1178,14,w6blt0x6t6,conventional,yes,0,Request,3,box,S1,conventional,request,1,No,1,4
4085,810,16,w6blt0x6t6,conventional,yes,0,Non-Request,12,temperature,S1,conventional,request,0,Yes,1,5
4086,573,18,w6blt0x6t6,conventional,yes,0,Request,10,spanish,S1,conventional,request,1,Yes,1,6
4087,1032,20,w6blt0x6t6,conventional,yes,1,Non-Request,8,piano,S1,conventional,literal,1,No,0,7
4088,1802,22,w6blt0x6t6,conventional,yes,0,Non-Request,3,box,S1,conventional,request,0,Yes,1,8
4089,887,24,w6blt0x6t6,conventional,yes,1,Non-Request,4,door,S1,conventional,literal,1,No,0,9
4090,351,26,w6blt0x6t6,conventional,yes,0,Request,8,piano,S1,conventional,request,1,Yes,1,10
4091,439,28,w6blt0x6t6,conventional,yes,1,Non-Request,11,window,S1,conventional,literal,1,Yes,0,11
4092,547,30,w6blt0x6t6,conventional,yes,0,Request,4,door,S1,conventional,request,1,Yes,1,12
4093,645,32,w6blt0x6t6,conventional,yes,0,Request,12,temperature,S2,conventional,request,1,No,1,13
4094,399,34,w6blt0x6t6,conventional,yes,0,Non-Request,3,box,S2,conventional,request,0,No,1,14
4095,549,36,w6blt0x6t6,conventional,yes,1,Request,11,window,S2,conventional,literal,0,No,0,15
4096,295,38,w6blt0x6t6,conventional,yes,0,Request,10,spanish,S2,conventional,request,1,No,1,16
4097,318,40,w6blt0x6t6,conventional,yes,0,Request,8,piano,S2,conventional,request,1,No,1,17
4098,281,42,w6blt0x6t6,conventional,yes,0,Request,4,door,S2,conventional,request,1,No,1,18
4099,239,44,w6blt0x6t6,conventional,yes,0,Request,3,box,S2,conventional,request,1,Yes,1,19
4100,333,46,w6blt0x6t6,conventional,yes,0,Non-Request,11,window,S2,conventional,request,0,Yes,1,20
4101,539,48,w6blt0x6t6,conventional,yes,1,Non-Request,10,spanish,S2,conventional,literal,1,Yes,0,21
4102,430,50,w6blt0x6t6,conventional,yes,1,Non-Request,8,piano,S2,conventional,literal,1,Yes,0,22
4103,1631,52,w6blt0x6t6,conventional,yes,0,Non-Request,12,temperature,S2,conventional,request,0,Yes,1,23
4104,527,54,w6blt0x6t6,conventional,yes,0,Non-Request,4,door,S2,conventional,request,0,Yes,1,24
4105,774,56,w6blt0x6t6,conventional,yes,1,Non-Request,8,piano,S5,conventional,literal,1,No,0,25
4106,875,58,w6blt0x6t6,conventional,yes,0,Non-Request,11,window,S5,conventional,request,0,No,1,26
4107,352,60,w6blt0x6t6,conventional,yes,1,Request,8,piano,S5,conventional,literal,0,Yes,0,27
4108,325,62,w6blt0x6t6,conventional,yes,0,Request,12,temperature,S5,conventional,request,1,No,1,28
4109,727,64,w6blt0x6t6,conventional,yes,0,Request,10,spanish,S5,conventional,request,1,No,1,29
4110,711,66,w6blt0x6t6,conventional,yes,0,Request,4,door,S5,conventional,request,1,No,1,30
4111,411,68,w6blt0x6t6,conventional,yes,0,Non-Request,10,spanish,S5,conventional,request,0,Yes,1,31
4112,365,70,w6blt0x6t6,conventional,yes,0,Non-Request,3,box,S5,conventional,request,0,No,1,32
4113,451,72,w6blt0x6t6,conventional,yes,0,Request,3,box,S5,conventional,request,1,Yes,1,33
4114,3203,74,w6blt0x6t6,conventional,yes,0,Request,11,window,S5,conventional,request,1,Yes,1,34
4115,993,76,w6blt0x6t6,conventional,yes,0,Non-Request,12,temperature,S5,conventional,request,0,Yes,1,35
4116,641,78,w6blt0x6t6,conventional,yes,0,Non-Request,4,door,S5,conventional,request,0,Yes,1,36
4117,426,80,w6blt0x6t6,conventional,yes,1,Non-Request,10,spanish,S3,conventional,literal,1,No,0,37
4118,585,82,w6blt0x6t6,conventional,yes,0,Request,12,temperature,S3,conventional,request,1,No,1,38
4119,357,84,w6blt0x6t6,conventional,yes,0,Request,10,spanish,S3,conventional,request,1,Yes,1,39
4120,297,86,w6blt0x6t6,conventional,yes,0,Request,3,box,S3,conventional,request,1,No,1,40
4121,837,88,w6blt0x6t6,conventional,yes,1,Non-Request,12,temperature,S3,conventional,literal,1,Yes,0,41
4122,327,90,w6blt0x6t6,conventional,yes,1,Non-Request,11,window,S3,conventional,literal,1,No,0,42
4123,419,92,w6blt0x6t6,conventional,yes,0,Request,4,door,S3,conventional,request,1,No,1,43
4124,653,94,w6blt0x6t6,conventional,yes,1,Non-Request,3,box,S3,conventional,literal,1,Yes,0,44
4125,244,96,w6blt0x6t6,conventional,yes,0,Request,8,piano,S3,conventional,request,1,No,1,45
4126,367,98,w6blt0x6t6,conventional,yes,1,Non-Request,4,door,S3,conventional,literal,1,Yes,0,46
4127,319,100,w6blt0x6t6,conventional,yes,1,Non-Request,8,piano,S3,conventional,literal,1,Yes,0,47
4128,246,102,w6blt0x6t6,conventional,yes,0,Request,11,window,S3,conventional,request,1,Yes,1,48
4129,325,104,w6blt0x6t6,conventional,yes,0,Request,8,piano,S4,conventional,request,1,No,1,49
4130,357,106,w6blt0x6t6,conventional,yes,1,Non-Request,8,piano,S4,conventional,literal,1,Yes,0,50
4131,376,108,w6blt0x6t6,conventional,yes,1,Non-Request,3,box,S4,conventional,literal,1,No,0,51
4132,443,110,w6blt0x6t6,conventional,yes,0,Request,12,temperature,S4,conventional,request,1,No,1,52
4133,1187,112,w6blt0x6t6,conventional,yes,0,Non-Request,12,temperature,S4,conventional,request,0,Yes,1,53
4134,929,114,w6blt0x6t6,conventional,yes,0,Request,4,door,S4,conventional,request,1,No,1,54
4135,730,116,w6blt0x6t6,conventional,yes,0,Request,3,box,S4,conventional,request,1,Yes,1,55
4136,356,118,w6blt0x6t6,conventional,yes,0,Request,11,window,S4,conventional,request,1,No,1,56
4137,275,120,w6blt0x6t6,conventional,yes,0,Request,10,spanish,S4,conventional,request,1,No,1,57
4138,623,122,w6blt0x6t6,conventional,yes,1,Non-Request,10,spanish,S4,conventional,literal,1,Yes,0,58
4139,506,124,w6blt0x6t6,conventional,yes,1,Non-Request,4,door,S4,conventional,literal,1,Yes,0,59
4140,347,126,w6blt0x6t6,conventional,yes,0,Non-Request,11,window,S4,conventional,request,0,Yes,1,60
4141,1883,8,w77qqfwn89,non_conventional,yes,1,Non-Request,6,office,S4,nonconventional,literal,1,No,0,1
4142,2176,10,w77qqfwn89,non_conventional,yes,1,Request,1,car,S4,nonconventional,literal,0,No,0,2
4143,2024,12,w77qqfwn89,non_conventional,yes,1,Request,7,phone,S4,nonconventional,literal,0,No,0,3
4144,2216,14,w77qqfwn89,non_conventional,yes,1,Non-Request,2,back,S4,nonconventional,literal,1,No,0,4
4145,1338,16,w77qqfwn89,non_conventional,yes,1,Request,2,back,S4,nonconventional,literal,0,Yes,0,5
4146,1130,18,w77qqfwn89,non_conventional,yes,1,Non-Request,9,soup,S4,nonconventional,literal,1,No,0,6
4147,1273,20,w77qqfwn89,non_conventional,yes,1,Non-Request,7,phone,S4,nonconventional,literal,1,Yes,0,7
4148,1161,22,w77qqfwn89,non_conventional,yes,1,Non-Request,1,car,S4,nonconventional,literal,1,Yes,0,8
4149,1801,24,w77qqfwn89,non_conventional,yes,1,Request,6,office,S4,nonconventional,literal,0,Yes,0,9
4150,1085,26,w77qqfwn89,non_conventional,yes,1,Request,5,laptop,S4,nonconventional,literal,0,No,0,10
4151,3118,28,w77qqfwn89,non_conventional,yes,1,Request,9,soup,S4,nonconventional,literal,0,Yes,0,11
4152,1579,30,w77qqfwn89,non_conventional,yes,1,Non-Request,5,laptop,S4,nonconventional,literal,1,Yes,0,12
4153,1385,32,w77qqfwn89,non_conventional,yes,1,Request,7,phone,S1,nonconventional,literal,0,No,0,13
4154,1202,34,w77qqfwn89,non_conventional,yes,1,Request,6,office,S1,nonconventional,literal,0,No,0,14
4155,1209,36,w77qqfwn89,non_conventional,yes,1,Request,2,back,S1,nonconventional,literal,0,No,0,15
4156,1645,38,w77qqfwn89,non_conventional,yes,1,Non-Request,6,office,S1,nonconventional,literal,1,Yes,0,16
4157,1926,40,w77qqfwn89,non_conventional,yes,1,Request,5,laptop,S1,nonconventional,literal,0,No,0,17
4158,2340,42,w77qqfwn89,non_conventional,yes,1,Non-Request,1,car,S1,nonconventional,literal,1,No,0,18
4159,1054,44,w77qqfwn89,non_conventional,yes,1,Non-Request,7,phone,S1,nonconventional,literal,1,Yes,0,19
4160,834,46,w77qqfwn89,non_conventional,yes,1,Non-Request,9,soup,S1,nonconventional,literal,1,No,0,20
4161,984,48,w77qqfwn89,non_conventional,yes,1,Request,1,car,S1,nonconventional,literal,0,Yes,0,21
4162,5763,50,w77qqfwn89,non_conventional,yes,1,Non-Request,5,laptop,S1,nonconventional,literal,1,Yes,0,22
4163,442,52,w77qqfwn89,non_conventional,yes,1,Non-Request,2,back,S1,nonconventional,literal,1,Yes,0,23
4164,729,54,w77qqfwn89,non_conventional,yes,1,Request,9,soup,S1,nonconventional,literal,0,Yes,0,24
4165,3117,56,w77qqfwn89,non_conventional,yes,1,Non-Request,5,laptop,S2,nonconventional,literal,1,No,0,25
4166,5338,58,w77qqfwn89,non_conventional,yes,1,Request,9,soup,S2,nonconventional,literal,0,No,0,26
4167,3144,60,w77qqfwn89,non_conventional,yes,1,Non-Request,2,back,S2,nonconventional,literal,1,No,0,27
4168,4873,62,w77qqfwn89,non_conventional,yes,1,Non-Request,7,phone,S2,nonconventional,literal,1,No,0,28
4169,1247,64,w77qqfwn89,non_conventional,yes,1,Request,7,phone,S2,nonconventional,literal,0,Yes,0,29
4170,1083,66,w77qqfwn89,non_conventional,yes,1,Request,5,laptop,S2,nonconventional,literal,0,Yes,0,30
4171,425,68,w77qqfwn89,non_conventional,yes,1,Non-Request,1,car,S2,nonconventional,literal,1,No,0,31
4172,413,70,w77qqfwn89,non_conventional,yes,1,Non-Request,6,office,S2,nonconventional,literal,1,No,0,32
4173,121,72,w77qqfwn89,non_conventional,yes,1,Request,1,car,S2,nonconventional,literal,0,Yes,0,33
4174,235,74,w77qqfwn89,non_conventional,yes,1,Request,6,office,S2,nonconventional,literal,0,Yes,0,34
4175,160,76,w77qqfwn89,non_conventional,yes,1,Request,2,back,S2,nonconventional,literal,0,Yes,0,35
4176,325,78,w77qqfwn89,non_conventional,yes,1,Non-Request,9,soup,S2,nonconventional,literal,1,Yes,0,36
4177,217,80,w77qqfwn89,non_conventional,yes,1,Request,1,car,S5,nonconventional,literal,0,No,0,37
4178,1893,82,w77qqfwn89,non_conventional,yes,1,Non-Request,9,soup,S5,nonconventional,literal,1,No,0,38
4179,8838,84,w77qqfwn89,non_conventional,yes,1,Non-Request,2,back,S5,nonconventional,literal,1,No,0,39
4180,2406,86,w77qqfwn89,non_conventional,yes,1,Request,6,office,S5,nonconventional,literal,0,No,0,40
4181,222,88,w77qqfwn89,non_conventional,yes,1,Non-Request,5,laptop,S5,nonconventional,literal,1,No,0,41
4182,346,90,w77qqfwn89,non_conventional,yes,1,Non-Request,1,car,S5,nonconventional,literal,1,Yes,0,42
4183,408,92,w77qqfwn89,non_conventional,yes,1,Non-Request,6,office,S5,nonconventional,literal,1,Yes,0,43
4184,399,94,w77qqfwn89,non_conventional,yes,1,Non-Request,7,phone,S5,nonconventional,literal,1,No,0,44
4185,267,96,w77qqfwn89,non_conventional,yes,1,Request,7,phone,S5,nonconventional,literal,0,Yes,0,45
4186,195,98,w77qqfwn89,non_conventional,yes,1,Request,5,laptop,S5,nonconventional,literal,0,Yes,0,46
4187,545,100,w77qqfwn89,non_conventional,yes,1,Request,9,soup,S5,nonconventional,literal,0,Yes,0,47
4188,123,102,w77qqfwn89,non_conventional,yes,1,Request,2,back,S5,nonconventional,literal,0,Yes,0,48
4189,111,104,w77qqfwn89,non_conventional,yes,1,Non-Request,6,office,S3,nonconventional,literal,1,No,0,49
4190,480,106,w77qqfwn89,non_conventional,yes,1,Request,6,office,S3,nonconventional,literal,0,Yes,0,50
4191,1210,108,w77qqfwn89,non_conventional,yes,1,Non-Request,5,laptop,S3,nonconventional,literal,1,No,0,51
4192,746,110,w77qqfwn89,non_conventional,yes,1,Non-Request,9,soup,S3,nonconventional,literal,1,No,0,52
4193,173,112,w77qqfwn89,non_conventional,yes,1,Request,1,car,S3,nonconventional,literal,0,No,0,53
4194,157,114,w77qqfwn89,non_conventional,yes,1,Non-Request,7,phone,S3,nonconventional,literal,1,No,0,54
4195,5556,116,w77qqfwn89,non_conventional,yes,1,Non-Request,2,back,S3,nonconventional,literal,1,No,0,55
4196,365,118,w77qqfwn89,non_conventional,yes,1,Request,5,laptop,S3,nonconventional,literal,0,Yes,0,56
4197,177,120,w77qqfwn89,non_conventional,yes,1,Request,2,back,S3,nonconventional,literal,0,Yes,0,57
4198,197,122,w77qqfwn89,non_conventional,yes,1,Non-Request,1,car,S3,nonconventional,literal,1,Yes,0,58
4199,171,124,w77qqfwn89,non_conventional,yes,1,Request,9,soup,S3,nonconventional,literal,0,Yes,0,59
4200,107,126,w77qqfwn89,non_conventional,yes,1,Request,7,phone,S3,nonconventional,literal,0,Yes,0,60
4201,3682,8,xbynd6bwc3,conventional,yes,0,Request,8,piano,S4,conventional,request,1,No,1,1
4202,392731,10,xbynd6bwc3,conventional,yes,0,Non-Request,12,temperature,S4,conventional,request,0,No,1,2
4203,10212,12,xbynd6bwc3,conventional,yes,0,Request,12,temperature,S4,conventional,request,1,Yes,1,3
4204,1442,14,xbynd6bwc3,conventional,yes,0,Request,4,door,S4,conventional,request,1,No,1,4
4205,842,16,xbynd6bwc3,conventional,yes,0,Non-Request,10,spanish,S4,conventional,request,0,No,1,5
4206,802,18,xbynd6bwc3,conventional,yes,0,Non-Request,11,window,S4,conventional,request,0,No,1,6
4207,459,20,xbynd6bwc3,conventional,yes,0,Request,11,window,S4,conventional,request,1,Yes,1,7
4208,191,22,xbynd6bwc3,conventional,yes,0,Request,3,box,S4,conventional,request,1,No,1,8
4209,208,24,xbynd6bwc3,conventional,yes,0,Request,10,spanish,S4,conventional,request,1,Yes,1,9
4210,128,26,xbynd6bwc3,conventional,yes,0,Non-Request,8,piano,S4,conventional,request,0,Yes,1,10
4211,466,28,xbynd6bwc3,conventional,yes,0,Non-Request,4,door,S4,conventional,request,0,Yes,1,11
4212,1109,30,xbynd6bwc3,conventional,yes,1,Non-Request,3,box,S4,conventional,literal,1,Yes,0,12
4213,468,32,xbynd6bwc3,conventional,yes,0,Request,10,spanish,S3,conventional,request,1,No,1,13
4214,460,34,xbynd6bwc3,conventional,yes,1,Request,8,piano,S3,conventional,literal,0,No,0,14
4215,1009,36,xbynd6bwc3,conventional,yes,0,Request,4,door,S3,conventional,request,1,No,1,15
4216,311,38,xbynd6bwc3,conventional,yes,1,Non-Request,3,box,S3,conventional,literal,1,No,0,16
4217,364,40,xbynd6bwc3,conventional,yes,1,Non-Request,11,window,S3,conventional,literal,1,No,0,17
4218,1831,42,xbynd6bwc3,conventional,yes,1,Non-Request,8,piano,S3,conventional,literal,1,Yes,0,18
4219,383,44,xbynd6bwc3,conventional,yes,0,Request,11,window,S3,conventional,request,1,Yes,1,19
4220,1467,46,xbynd6bwc3,conventional,yes,1,Non-Request,4,door,S3,conventional,literal,1,Yes,0,20
4221,2861,48,xbynd6bwc3,conventional,yes,1,Non-Request,10,spanish,S3,conventional,literal,1,Yes,0,21
4222,382,50,xbynd6bwc3,conventional,yes,0,Request,3,box,S3,conventional,request,1,Yes,1,22
4223,68021,52,xbynd6bwc3,conventional,yes,1,Request,12,temperature,S3,conventional,literal,0,No,0,23
4224,1135,54,xbynd6bwc3,conventional,yes,1,Non-Request,12,temperature,S3,conventional,literal,1,Yes,0,24
4225,1416,56,xbynd6bwc3,conventional,yes,1,Non-Request,4,door,S2,conventional,literal,1,No,0,25
4226,541,58,xbynd6bwc3,conventional,yes,1,Non-Request,10,spanish,S2,conventional,literal,1,No,0,26
4227,712,60,xbynd6bwc3,conventional,yes,1,Non-Request,3,box,S2,conventional,literal,1,No,0,27
4228,533,62,xbynd6bwc3,conventional,yes,1,Non-Request,8,piano,S2,conventional,literal,1,No,0,28
4229,237,64,xbynd6bwc3,conventional,yes,1,Non-Request,11,window,S2,conventional,literal,1,No,0,29
4230,433,66,xbynd6bwc3,conventional,yes,1,Request,11,window,S2,conventional,literal,0,Yes,0,30
4231,529,68,xbynd6bwc3,conventional,yes,0,Request,10,spanish,S2,conventional,request,1,Yes,1,31
4232,489,70,xbynd6bwc3,conventional,yes,0,Request,4,door,S2,conventional,request,1,Yes,1,32
4233,450,72,xbynd6bwc3,conventional,yes,0,Request,3,box,S2,conventional,request,1,Yes,1,33
4234,459,74,xbynd6bwc3,conventional,yes,0,Non-Request,12,temperature,S2,conventional,request,0,No,1,34
4235,370,76,xbynd6bwc3,conventional,yes,0,Request,8,piano,S2,conventional,request,1,Yes,1,35
4236,451,78,xbynd6bwc3,conventional,yes,0,Request,12,temperature,S2,conventional,request,1,Yes,1,36
4237,511,80,xbynd6bwc3,conventional,yes,0,Request,10,spanish,S1,conventional,request,1,No,1,37
4238,710,82,xbynd6bwc3,conventional,yes,0,Non-Request,12,temperature,S1,conventional,request,0,No,1,38
4239,1874,84,xbynd6bwc3,conventional,yes,1,Non-Request,4,door,S1,conventional,literal,1,No,0,39
4240,1734,86,xbynd6bwc3,conventional,yes,0,Non-Request,11,window,S1,conventional,request,0,No,1,40
4241,1250,88,xbynd6bwc3,conventional,yes,1,Request,3,box,S1,conventional,literal,0,No,0,41
4242,1153,90,xbynd6bwc3,conventional,yes,1,Non-Request,8,piano,S1,conventional,literal,1,No,0,42
4243,371,92,xbynd6bwc3,conventional,yes,0,Request,11,window,S1,conventional,request,1,Yes,1,43
4244,308,94,xbynd6bwc3,conventional,yes,1,Request,12,temperature,S1,conventional,literal,0,Yes,0,44
4245,774,96,xbynd6bwc3,conventional,yes,0,Request,8,piano,S1,conventional,request,1,Yes,1,45
4246,454,98,xbynd6bwc3,conventional,yes,0,Request,4,door,S1,conventional,request,1,Yes,1,46
4247,147,100,xbynd6bwc3,conventional,yes,1,Non-Request,3,box,S1,conventional,literal,1,Yes,0,47
4248,784,102,xbynd6bwc3,conventional,yes,0,Non-Request,10,spanish,S1,conventional,request,0,Yes,1,48
4249,528,104,xbynd6bwc3,conventional,yes,0,Request,10,spanish,S5,conventional,request,1,No,1,49
4250,14556,106,xbynd6bwc3,conventional,yes,0,Request,8,piano,S5,conventional,request,1,No,1,50
4251,1634,108,xbynd6bwc3,conventional,yes,0,Request,4,door,S5,conventional,request,1,No,1,51
4252,540,110,xbynd6bwc3,conventional,yes,1,Non-Request,8,piano,S5,conventional,literal,1,Yes,0,52
4253,656,112,xbynd6bwc3,conventional,yes,0,Non-Request,3,box,S5,conventional,request,0,No,1,53
4254,8111,114,xbynd6bwc3,conventional,yes,0,Request,3,box,S5,conventional,request,1,Yes,1,54
4255,787,116,xbynd6bwc3,conventional,yes,0,Non-Request,10,spanish,S5,conventional,request,0,Yes,1,55
4256,651,118,xbynd6bwc3,conventional,yes,0,Non-Request,11,window,S5,conventional,request,0,No,1,56
4257,360,120,xbynd6bwc3,conventional,yes,0,Request,12,temperature,S5,conventional,request,1,No,1,57
4258,379,122,xbynd6bwc3,conventional,yes,1,Non-Request,12,temperature,S5,conventional,literal,1,Yes,0,58
4259,744,124,xbynd6bwc3,conventional,yes,1,Non-Request,4,door,S5,conventional,literal,1,Yes,0,59
4260,133,126,xbynd6bwc3,conventional,yes,0,Request,11,window,S5,conventional,request,1,Yes,1,60
4261,1044,8,xroac9161g,conventional,yes,0,Non-Request,10,spanish,S3,conventional,request,0,No,1,1
4262,2386,10,xroac9161g,conventional,yes,0,Non-Request,11,window,S3,conventional,request,0,No,1,2
4263,467,12,xroac9161g,conventional,yes,0,Request,3,box,S3,conventional,request,1,No,1,3
4264,4200,14,xroac9161g,conventional,yes,1,Request,8,piano,S3,conventional,literal,0,No,0,4
4265,5816,16,xroac9161g,conventional,yes,1,Non-Request,8,piano,S3,conventional,literal,1,Yes,0,5
4266,3703,18,xroac9161g,conventional,yes,1,Non-Request,3,box,S3,conventional,literal,1,Yes,0,6
4267,3527,20,xroac9161g,conventional,yes,1,Non-Request,12,temperature,S3,conventional,literal,1,No,0,7
4268,2841,22,xroac9161g,conventional,yes,0,Request,4,door,S3,conventional,request,1,No,1,8
4269,702,24,xroac9161g,conventional,yes,0,Request,11,window,S3,conventional,request,1,Yes,1,9
4270,10593,26,xroac9161g,conventional,yes,1,Non-Request,4,door,S3,conventional,literal,1,Yes,0,10
4271,3480,28,xroac9161g,conventional,yes,0,Request,10,spanish,S3,conventional,request,1,Yes,1,11
4272,2574,30,xroac9161g,conventional,yes,0,Request,12,temperature,S3,conventional,request,1,Yes,1,12
4273,1122,32,xroac9161g,conventional,yes,0,Non-Request,12,temperature,S2,conventional,request,0,No,1,13
4274,557,34,xroac9161g,conventional,yes,0,Request,3,box,S2,conventional,request,1,No,1,14
4275,450,36,xroac9161g,conventional,yes,0,Non-Request,3,box,S2,conventional,request,0,Yes,1,15
4276,721,38,xroac9161g,conventional,yes,0,Request,12,temperature,S2,conventional,request,1,Yes,1,16
4277,378,40,xroac9161g,conventional,yes,1,Request,8,piano,S2,conventional,literal,0,No,0,17
4278,223,42,xroac9161g,conventional,yes,1,Non-Request,8,piano,S2,conventional,literal,1,Yes,0,18
4279,557,44,xroac9161g,conventional,yes,0,Non-Request,11,window,S2,conventional,request,0,No,1,19
4280,260,46,xroac9161g,conventional,yes,0,Request,4,door,S2,conventional,request,1,No,1,20
4281,2051,48,xroac9161g,conventional,yes,1,Non-Request,10,spanish,S2,conventional,literal,1,No,0,21
4282,1026,50,xroac9161g,conventional,yes,0,Request,11,window,S2,conventional,request,1,Yes,1,22
4283,1160,52,xroac9161g,conventional,yes,1,Non-Request,4,door,S2,conventional,literal,1,Yes,0,23
4284,1558,54,xroac9161g,conventional,yes,0,Request,10,spanish,S2,conventional,request,1,Yes,1,24
4285,399,56,xroac9161g,conventional,yes,0,Request,3,box,S4,conventional,request,1,No,1,25
4286,412,58,xroac9161g,conventional,yes,0,Request,10,spanish,S4,conventional,request,1,No,1,26
4287,3063,60,xroac9161g,conventional,yes,0,Non-Request,12,temperature,S4,conventional,request,0,No,1,27
4288,603,62,xroac9161g,conventional,yes,0,Non-Request,11,window,S4,conventional,request,0,No,1,28
4289,1410,64,xroac9161g,conventional,yes,0,Request,11,window,S4,conventional,request,1,Yes,1,29
4290,2462,66,xroac9161g,conventional,yes,1,Request,8,piano,S4,conventional,literal,0,No,0,30
4291,114408,68,xroac9161g,conventional,yes,0,Request,4,door,S4,conventional,request,1,No,1,31
4292,849,70,xroac9161g,conventional,yes,0,Non-Request,4,door,S4,conventional,request,0,Yes,1,32
4293,431,72,xroac9161g,conventional,yes,1,Non-Request,3,box,S4,conventional,literal,1,Yes,0,33
4294,259,74,xroac9161g,conventional,yes,1,Non-Request,10,spanish,S4,conventional,literal,1,Yes,0,34
4295,400,76,xroac9161g,conventional,yes,0,Request,12,temperature,S4,conventional,request,1,Yes,1,35
4296,413,78,xroac9161g,conventional,yes,1,Non-Request,8,piano,S4,conventional,literal,1,Yes,0,36
4297,801,80,xroac9161g,conventional,yes,0,Request,3,box,S5,conventional,request,1,No,1,37
4298,1266,82,xroac9161g,conventional,yes,0,Request,8,piano,S5,conventional,request,1,No,1,38
4299,2079,84,xroac9161g,conventional,yes,0,Non-Request,12,temperature,S5,conventional,request,0,No,1,39
4300,835,86,xroac9161g,conventional,yes,0,Request,12,temperature,S5,conventional,request,1,Yes,1,40
4301,1418,88,xroac9161g,conventional,yes,0,Non-Request,4,door,S5,conventional,request,0,No,1,41
4302,5970,90,xroac9161g,conventional,yes,0,Non-Request,3,box,S5,conventional,request,0,Yes,1,42
4303,274424,92,xroac9161g,conventional,yes,0,Non-Request,11,window,S5,conventional,request,0,No,1,43
4304,3314,94,xroac9161g,conventional,yes,0,Request,4,door,S5,conventional,request,1,Yes,1,44
4305,7078,96,xroac9161g,conventional,yes,0,Request,11,window,S5,conventional,request,1,Yes,1,45
4306,33660,98,xroac9161g,conventional,yes,0,Request,10,spanish,S5,conventional,request,1,No,1,46
4307,2814,100,xroac9161g,conventional,yes,1,Non-Request,8,piano,S5,conventional,literal,1,Yes,0,47
4308,1739,102,xroac9161g,conventional,yes,1,Non-Request,10,spanish,S5,conventional,literal,1,Yes,0,48
4309,657,104,xroac9161g,conventional,yes,1,Non-Request,8,piano,S1,conventional,literal,1,No,0,49
4310,1095,106,xroac9161g,conventional,yes,0,Non-Request,10,spanish,S1,conventional,request,0,No,1,50
4311,396,108,xroac9161g,conventional,yes,0,Request,11,window,S1,conventional,request,1,No,1,51
4312,222,110,xroac9161g,conventional,yes,0,Request,3,box,S1,conventional,request,1,No,1,52
4313,647,112,xroac9161g,conventional,yes,1,Non-Request,3,box,S1,conventional,literal,1,Yes,0,53
4314,731,114,xroac9161g,conventional,yes,1,Non-Request,11,window,S1,conventional,literal,1,Yes,0,54
4315,477,116,xroac9161g,conventional,yes,1,Non-Request,4,door,S1,conventional,literal,1,No,0,55
4316,388,118,xroac9161g,conventional,yes,0,Request,4,door,S1,conventional,request,1,Yes,1,56
4317,228,120,xroac9161g,conventional,yes,0,Request,12,temperature,S1,conventional,request,1,No,1,57
4318,253,122,xroac9161g,conventional,yes,0,Request,8,piano,S1,conventional,request,1,Yes,1,58
4319,544,124,xroac9161g,conventional,yes,0,Non-Request,12,temperature,S1,conventional,request,0,Yes,1,59
4320,293,126,xroac9161g,conventional,yes,0,Request,10,spanish,S1,conventional,request,1,Yes,1,60
4321,2107,8,yljcz0baba,non_conventional,yes,1,Non-Request,9,soup,S4,nonconventional,literal,1,No,0,1
4322,760,10,yljcz0baba,non_conventional,yes,1,Non-Request,6,office,S4,nonconventional,literal,1,No,0,2
4323,717,12,yljcz0baba,non_conventional,yes,1,Request,1,car,S4,nonconventional,literal,0,No,0,3
4324,496,14,yljcz0baba,non_conventional,yes,1,Non-Request,5,laptop,S4,nonconventional,literal,1,No,0,4
4325,430,16,yljcz0baba,non_conventional,yes,1,Non-Request,2,back,S4,nonconventional,literal,1,No,0,5
4326,450,18,yljcz0baba,non_conventional,yes,1,Non-Request,7,phone,S4,nonconventional,literal,1,No,0,6
