,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,group,passed_test,stimulus,type,button_pressed,answer,stimNum,topic,speaker,form,response,correct,Gender,Native_Speaker,Music_Ability,Age,Mobile
1758,6999,audio-button-response,54,403504,0.0-10.0-11.0,41875,group1,yes,prosody_paired_samples/MaiyiY/literal_IR_car.wav,,0,second,1,car,Maiyi,indirect,first,0,Male,Yes,5,28,No
1759,6816,audio-button-response,55,410320,0.0-11.0-0.0,41875,group1,yes,prosody_paired_samples/KatieS/Literal_IR_Spanish.wav,,1,second,10,spanish,Katie,modal,second,1,Male,Yes,5,28,No
1760,6111,audio-button-response,56,416432,0.0-11.0-1.0,41875,group1,yes,prosody_paired_samples/KatieS/IR_Literal_piano.wav,,0,first,8,piano,Katie,modal,first,1,Male,Yes,5,28,No
1761,5063,audio-button-response,57,421496,0.0-11.0-2.0,41875,group1,yes,prosody_paired_samples/KatieS/Literal_IR_door.wav,,1,second,4,door,Katie,modal,second,1,Male,Yes,5,28,No
1762,8134,audio-button-response,58,429632,0.0-11.0-3.0,41875,group1,yes,prosody_paired_samples/KatieS/Literal_IR_office.wav,,1,second,6,office,Katie,indirect,second,1,Male,Yes,5,28,No
1763,6520,audio-button-response,59,436154,0.0-11.0-4.0,41875,group1,yes,prosody_paired_samples/KatieS/IR_Literal_soup.wav,,1,first,9,soup,Katie,indirect,second,0,Male,Yes,5,28,No
1764,8486,audio-button-response,60,444641,0.0-11.0-5.0,41875,group1,yes,prosody_paired_samples/KatieS/IR_Literal_back.wav,,0,first,2,back,Katie,indirect,first,1,Male,Yes,5,28,No
1765,5176,audio-button-response,61,449818,0.0-11.0-6.0,41875,group1,yes,prosody_paired_samples/KatieS/IR_Literal_window.wav,,0,first,11,window,Katie,modal,first,1,Male,Yes,5,28,No
1766,7895,audio-button-response,62,457713,0.0-11.0-7.0,41875,group1,yes,prosody_paired_samples/KatieS/Literal_IR_car.wav,,1,second,1,car,Katie,indirect,second,1,Male,Yes,5,28,No
1767,9119,audio-button-response,63,466833,0.0-11.0-8.0,41875,group1,yes,prosody_paired_samples/KatieS/Literal_IR_laptop.wav,,1,second,5,laptop,Katie,indirect,second,1,Male,Yes,5,28,No
1768,5346,audio-button-response,64,472179,0.0-11.0-9.0,41875,group1,yes,prosody_paired_samples/KatieS/Literal_IR_box.wav,,1,second,3,box,Katie,modal,second,1,Male,Yes,5,28,No
1769,6772,audio-button-response,65,478951,0.0-11.0-10.0,41875,group1,yes,prosody_paired_samples/KatieS/IR_Literal_phone.wav,,0,first,7,phone,Katie,indirect,first,1,Male,Yes,5,28,No
1770,7303,audio-button-response,66,486256,0.0-11.0-11.0,41875,group1,yes,prosody_paired_samples/KatieS/IR_Literal_temp.wav,,0,first,12,temperature,Katie,modal,first,1,Male,Yes,5,28,No
1771,7414,survey-text,67,493671,0.0-12.0,41875,group1,yes,,debrief,,,,,,,,0,Male,Yes,5,28,No
1772,8435,survey-multi-choice,68,502114,0.0-13.0,41875,group1,yes,,demographic1,,,,,,,,0,Male,Yes,5,28,No
1773,2509,survey-text,69,504626,0.0-14.0,41875,group1,yes,,age,,,,,,,,0,Male,Yes,5,28,No
1774,7991,survey-text,70,512617,0.0-15.0,41875,group1,yes,,,,,,,,,,0,Male,Yes,5,28,No
1775,11486,instructions,0,11516,0.0-0.0,41888,group3,yes,,,,,,,,,,0,Female,Yes,4,46,No
1776,123110,external-html,1,135036,0.0-1.0,41888,group3,yes,,,,,,,,,,0,Female,Yes,4,46,No
1777,6016,instructions,2,141053,0.0-2.0,41888,group3,yes,,,,,,,,,,0,Female,Yes,4,46,No
1778,,video,3,152524,0.0-3.0,41888,group3,yes,"[""prosody_paired_samples/audio_calibration.mp4""]",calibration,,,,,,,,0,Female,Yes,4,46,No
1779,36222,instructions,4,188747,0.0-4.0,41888,group3,yes,,,,,,,,,,0,Female,Yes,4,46,No
1780,6835,audio-button-response,5,195588,0.0-5.0,41888,group3,yes,prosody_paired_samples/ears_audio_check.wav,test,2,,,,,,,0,Female,Yes,4,46,No
1781,514695,instructions,6,712293,0.0-6.0-0.0,41888,group3,yes,,,,,,,,,,0,Female,Yes,4,46,No
1782,9965,audio-button-response,7,722262,0.0-7.0-0.0,41888,group3,yes,prosody_paired_samples/KatieS/IR_Literal_piano.wav,,0,first,8,piano,Katie,modal,first,1,Female,Yes,4,46,No
1783,6092,audio-button-response,8,728357,0.0-7.0-1.0,41888,group3,yes,prosody_paired_samples/KatieS/IR_Literal_box.wav,,0,first,3,box,Katie,modal,first,1,Female,Yes,4,46,No
1784,33875,audio-button-response,9,762234,0.0-7.0-2.0,41888,group3,yes,prosody_paired_samples/KatieS/Literal_IR_laptop.wav,,1,second,5,laptop,Katie,indirect,second,1,Female,Yes,4,46,No
1785,6732,audio-button-response,10,768968,0.0-7.0-3.0,41888,group3,yes,prosody_paired_samples/KatieS/IR_Literal_temp.wav,,0,first,12,temperature,Katie,modal,first,1,Female,Yes,4,46,No
1786,6588,audio-button-response,11,775558,0.0-7.0-4.0,41888,group3,yes,prosody_paired_samples/KatieS/IR_Literal_Spanish.wav,,0,first,10,spanish,Katie,modal,first,1,Female,Yes,4,46,No
1787,83247,audio-button-response,12,858806,0.0-7.0-5.0,41888,group3,yes,prosody_paired_samples/KatieS/IR_Literal_office.wav,,0,first,6,office,Katie,indirect,first,1,Female,Yes,4,46,No
1788,22076,audio-button-response,13,880884,0.0-7.0-6.0,41888,group3,yes,prosody_paired_samples/KatieS/Literal_IR_phone.wav,,0,second,7,phone,Katie,indirect,first,0,Female,Yes,4,46,No
1789,5983,audio-button-response,14,886868,0.0-7.0-7.0,41888,group3,yes,prosody_paired_samples/KatieS/Literal_IR_door.wav,,1,second,4,door,Katie,modal,second,1,Female,Yes,4,46,No
1790,8805,audio-button-response,15,895675,0.0-7.0-8.0,41888,group3,yes,prosody_paired_samples/KatieS/IR_Literal_window.wav,,0,first,11,window,Katie,modal,first,1,Female,Yes,4,46,No
1791,10342,audio-button-response,16,906018,0.0-7.0-9.0,41888,group3,yes,prosody_paired_samples/KatieS/Literal_IR_back.wav,,1,second,2,back,Katie,indirect,second,1,Female,Yes,4,46,No
1792,36225,audio-button-response,17,942244,0.0-7.0-10.0,41888,group3,yes,prosody_paired_samples/KatieS/Literal_IR_car.wav,,1,second,1,car,Katie,indirect,second,1,Female,Yes,4,46,No
1793,7119,audio-button-response,18,949363,0.0-7.0-11.0,41888,group3,yes,prosody_paired_samples/KatieS/Literal_IR_soup.wav,,1,second,9,soup,Katie,indirect,second,1,Female,Yes,4,46,No
1794,15855,audio-button-response,19,965220,0.0-8.0-0.0,41888,group3,yes,prosody_paired_samples/KarenL/literal_IR_back.wav,,1,second,2,back,Karen,indirect,second,1,Female,Yes,4,46,No
1795,17722,audio-button-response,20,982944,0.0-8.0-1.0,41888,group3,yes,prosody_paired_samples/KarenL/IR_literal_door.wav,,1,first,4,door,Karen,modal,second,0,Female,Yes,4,46,No
1796,13388,audio-button-response,21,996334,0.0-8.0-2.0,41888,group3,yes,prosody_paired_samples/KarenL/IR_literal_temp.wav,,0,first,12,temperature,Karen,modal,first,1,Female,Yes,4,46,No
1797,19018,audio-button-response,22,1015354,0.0-8.0-3.0,41888,group3,yes,prosody_paired_samples/KarenL/literal_IR_laptop.wav,,0,second,5,laptop,Karen,indirect,first,0,Female,Yes,4,46,No
1798,14300,audio-button-response,23,1029656,0.0-8.0-4.0,41888,group3,yes,prosody_paired_samples/KarenL/IR_literal_box.wav,,0,first,3,box,Karen,modal,first,1,Female,Yes,4,46,No
1799,22795,audio-button-response,24,1052453,0.0-8.0-5.0,41888,group3,yes,prosody_paired_samples/KarenL/literal_IR_window.wav,,0,second,11,window,Karen,modal,first,0,Female,Yes,4,46,No
1800,14662,audio-button-response,25,1067117,0.0-8.0-6.0,41888,group3,yes,prosody_paired_samples/KarenL/literal_IR_car.wav,,0,second,1,car,Karen,indirect,first,0,Female,Yes,4,46,No
1801,7749,audio-button-response,26,1074867,0.0-8.0-7.0,41888,group3,yes,prosody_paired_samples/KarenL/literal_IR_piano.wav,,1,second,8,piano,Karen,modal,second,1,Female,Yes,4,46,No
1802,15017,audio-button-response,27,1089886,0.0-8.0-8.0,41888,group3,yes,prosody_paired_samples/KarenL/IR_literal_soup.wav,,0,first,9,soup,Karen,indirect,first,1,Female,Yes,4,46,No
1803,7390,audio-button-response,28,1097278,0.0-8.0-9.0,41888,group3,yes,prosody_paired_samples/KarenL/literal_IR_office.wav,,1,second,6,office,Karen,indirect,second,1,Female,Yes,4,46,No
1804,7750,audio-button-response,29,1105030,0.0-8.0-10.0,41888,group3,yes,prosody_paired_samples/KarenL/IR_literal_Spanish.wav,,0,first,10,spanish,Karen,modal,first,1,Female,Yes,4,46,No
1805,22978,audio-button-response,30,1128010,0.0-8.0-11.0,41888,group3,yes,prosody_paired_samples/KarenL/IR_literal_phone.wav,,0,first,7,phone,Karen,indirect,first,1,Female,Yes,4,46,No
1806,17221,audio-button-response,31,1145232,0.0-9.0-0.0,41888,group3,yes,prosody_paired_samples/NimishP/IR_Literal_window.wav,,1,first,11,window,Nimish,modal,second,0,Female,Yes,4,46,No
1807,22605,audio-button-response,32,1167838,0.0-9.0-1.0,41888,group3,yes,prosody_paired_samples/NimishP/IR_Literal_phone.wav,,1,first,7,phone,Nimish,indirect,second,0,Female,Yes,4,46,No
1808,10333,audio-button-response,33,1178172,0.0-9.0-2.0,41888,group3,yes,prosody_paired_samples/NimishP/Literal_IR_car.wav,,1,second,1,car,Nimish,indirect,second,1,Female,Yes,4,46,No
1809,8278,audio-button-response,34,1186452,0.0-9.0-3.0,41888,group3,yes,prosody_paired_samples/NimishP/Literal_IR_box.wav,,1,second,3,box,Nimish,modal,second,1,Female,Yes,4,46,No
1810,6877,audio-button-response,35,1193331,0.0-9.0-4.0,41888,group3,yes,prosody_paired_samples/NimishP/Literal_IR_Spanish.wav,,0,second,10,spanish,Nimish,modal,first,0,Female,Yes,4,46,No
1811,8026,audio-button-response,36,1201358,0.0-9.0-5.0,41888,group3,yes,prosody_paired_samples/NimishP/Literal_IR_office.wav,,1,second,6,office,Nimish,indirect,second,1,Female,Yes,4,46,No
1812,8633,audio-button-response,37,1209995,0.0-9.0-6.0,41888,group3,yes,prosody_paired_samples/NimishP/IR_Literal_piano.wav,,1,first,8,piano,Nimish,modal,second,0,Female,Yes,4,46,No
1813,12827,audio-button-response,38,1222824,0.0-9.0-7.0,41888,group3,yes,prosody_paired_samples/NimishP/IR_Literal_back.wav,,0,first,2,back,Nimish,indirect,first,1,Female,Yes,4,46,No
1814,9544,audio-button-response,39,1232370,0.0-9.0-8.0,41888,group3,yes,prosody_paired_samples/NimishP/IR_Literal_door.wav,,1,first,4,door,Nimish,modal,second,0,Female,Yes,4,46,No
1815,7406,audio-button-response,40,1239778,0.0-9.0-9.0,41888,group3,yes,prosody_paired_samples/NimishP/Literal_IR_temp.wav,,1,second,12,temperature,Nimish,modal,second,1,Female,Yes,4,46,No
1816,13316,audio-button-response,41,1253097,0.0-9.0-10.0,41888,group3,yes,prosody_paired_samples/NimishP/IR_Literal_soup.wav,,1,first,9,soup,Nimish,indirect,second,0,Female,Yes,4,46,No
1817,10213,audio-button-response,42,1263311,0.0-9.0-11.0,41888,group3,yes,prosody_paired_samples/NimishP/Literal_IR_laptop.wav,,0,second,5,laptop,Nimish,indirect,first,0,Female,Yes,4,46,No
1818,7399,audio-button-response,43,1270711,0.0-10.0-0.0,41888,group3,yes,prosody_paired_samples/DannyK/IR_literal_piano.wav,,0,first,8,piano,Danny,modal,first,1,Female,Yes,4,46,No
1819,8965,audio-button-response,44,1279678,0.0-10.0-1.0,41888,group3,yes,prosody_paired_samples/DannyK/IR_literal_back.wav,,0,first,2,back,Danny,indirect,first,1,Female,Yes,4,46,No
1820,11666,audio-button-response,45,1291345,0.0-10.0-2.0,41888,group3,yes,prosody_paired_samples/DannyK/literal_IR_office.wav,,1,second,6,office,Danny,indirect,second,1,Female,Yes,4,46,No
1821,8099,audio-button-response,46,1299448,0.0-10.0-3.0,41888,group3,yes,prosody_paired_samples/DannyK/IR_literal_box.wav,,0,first,3,box,Danny,modal,first,1,Female,Yes,4,46,No
1822,8029,audio-button-response,47,1307480,0.0-10.0-4.0,41888,group3,yes,prosody_paired_samples/DannyK/IR_literal_door.wav,,0,first,4,door,Danny,modal,first,1,Female,Yes,4,46,No
1823,15690,audio-button-response,48,1323172,0.0-10.0-5.0,41888,group3,yes,prosody_paired_samples/DannyK/literal_IR_laptop.wav,,0,second,5,laptop,Danny,indirect,first,0,Female,Yes,4,46,No
1824,8345,audio-button-response,49,1331520,0.0-10.0-6.0,41888,group3,yes,prosody_paired_samples/DannyK/literal_IR_window.wav,,1,second,11,window,Danny,modal,second,1,Female,Yes,4,46,No
1825,7281,audio-button-response,50,1338803,0.0-10.0-7.0,41888,group3,yes,prosody_paired_samples/DannyK/IR_literal_temp.wav,,1,first,12,temperature,Danny,modal,second,0,Female,Yes,4,46,No
1826,14949,audio-button-response,51,1353753,0.0-10.0-8.0,41888,group3,yes,prosody_paired_samples/DannyK/IR_literal_car.wav,,0,first,1,car,Danny,indirect,first,1,Female,Yes,4,46,No
1827,11443,audio-button-response,52,1365198,0.0-10.0-9.0,41888,group3,yes,prosody_paired_samples/DannyK/literal_IR_soup.wav,,0,second,9,soup,Danny,indirect,first,0,Female,Yes,4,46,No
1828,7637,audio-button-response,53,1372837,0.0-10.0-10.0,41888,group3,yes,prosody_paired_samples/DannyK/literal_IR_Spanish.wav,,0,second,10,spanish,Danny,modal,first,0,Female,Yes,4,46,No
1829,5646,audio-button-response,54,1378485,0.0-10.0-11.0,41888,group3,yes,prosody_paired_samples/DannyK/literal_IR_phone.wav,,1,second,7,phone,Danny,indirect,second,1,Female,Yes,4,46,No
1830,9216,audio-button-response,55,1387703,0.0-11.0-0.0,41888,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_car.wav,,1,second,1,car,Maiyi,indirect,second,1,Female,Yes,4,46,No
1831,9267,audio-button-response,56,1396972,0.0-11.0-1.0,41888,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_laptop.wav,,0,first,5,laptop,Maiyi,indirect,first,1,Female,Yes,4,46,No
1832,10622,audio-button-response,57,1407596,0.0-11.0-2.0,41888,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_box.wav,,0,first,3,box,Maiyi,modal,first,1,Female,Yes,4,46,No
1833,9051,audio-button-response,58,1416649,0.0-11.0-3.0,41888,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_phone.wav,,1,second,7,phone,Maiyi,indirect,second,1,Female,Yes,4,46,No
1834,12797,audio-button-response,59,1429447,0.0-11.0-4.0,41888,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_office.wav,,1,second,6,office,Maiyi,indirect,second,1,Female,Yes,4,46,No
1835,11006,audio-button-response,60,1440455,0.0-11.0-5.0,41888,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_window.wav,,1,second,11,window,Maiyi,modal,second,1,Female,Yes,4,46,No
1836,6023,audio-button-response,61,1446479,0.0-11.0-6.0,41888,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_soup.wav,,1,second,9,soup,Maiyi,indirect,second,1,Female,Yes,4,46,No
1837,8995,audio-button-response,62,1455476,0.0-11.0-7.0,41888,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_back.wav,,0,first,2,back,Maiyi,indirect,first,1,Female,Yes,4,46,No
1838,5582,audio-button-response,63,1461060,0.0-11.0-8.0,41888,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_door.wav,,0,first,4,door,Maiyi,modal,first,1,Female,Yes,4,46,No
1839,5508,audio-button-response,64,1466570,0.0-11.0-9.0,41888,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_piano.wav,,1,second,8,piano,Maiyi,modal,second,1,Female,Yes,4,46,No
1840,9119,audio-button-response,65,1475691,0.0-11.0-10.0,41888,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_temp.wav,,0,first,12,temperature,Maiyi,modal,first,1,Female,Yes,4,46,No
1841,8005,audio-button-response,66,1483698,0.0-11.0-11.0,41888,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_Spanish.wav,,0,first,10,spanish,Maiyi,modal,first,1,Female,Yes,4,46,No
1842,37321,survey-text,67,1521023,0.0-12.0,41888,group3,yes,,debrief,,,,,,,,0,Female,Yes,4,46,No
1843,11063,survey-multi-choice,68,1532105,0.0-13.0,41888,group3,yes,,demographic1,,,,,,,,0,Female,Yes,4,46,No
1844,2555,survey-text,69,1534661,0.0-14.0,41888,group3,yes,,age,,,,,,,,0,Female,Yes,4,46,No
1845,16652,survey-text,70,1551315,0.0-15.0,41888,group3,yes,,,,,,,,,,0,Female,Yes,4,46,No
1846,102521,instructions,0,102523,0.0-0.0,42677,group2,yes,,,,,,,,,,0,Female,Yes,7,31,No
1847,8300,external-html,1,111190,0.0-1.0,42677,group2,yes,,,,,,,,,,0,Female,Yes,7,31,No
1848,1913,instructions,2,113103,0.0-2.0,42677,group2,yes,,,,,,,,,,0,Female,Yes,7,31,No
1849,,video,3,122416,0.0-3.0,42677,group2,yes,"[""prosody_paired_samples/audio_calibration.mp4""]",calibration,,,,,,,,0,Female,Yes,7,31,No
1850,18176,instructions,4,140592,0.0-4.0,42677,group2,yes,,,,,,,,,,0,Female,Yes,7,31,No
1851,3562,audio-button-response,5,144198,0.0-5.0,42677,group2,yes,prosody_paired_samples/ears_audio_check.wav,test,2,,,,,,,0,Female,Yes,7,31,No
1852,15589,instructions,6,160855,0.0-6.0-0.0,42677,group2,yes,,,,,,,,,,0,Female,Yes,7,31,No
1853,8396,audio-button-response,7,169251,0.0-7.0-0.0,42677,group2,yes,prosody_paired_samples/KarenL/IR_literal_office.wav,,0,first,6,office,Karen,indirect,first,1,Female,Yes,7,31,No
1854,8092,audio-button-response,8,177344,0.0-7.0-1.0,42677,group2,yes,prosody_paired_samples/KarenL/literal_IR_piano.wav,,1,second,8,piano,Karen,modal,second,1,Female,Yes,7,31,No
1855,6511,audio-button-response,9,183855,0.0-7.0-2.0,42677,group2,yes,prosody_paired_samples/KarenL/IR_literal_temp.wav,,1,first,12,temperature,Karen,modal,second,0,Female,Yes,7,31,No
1856,6894,audio-button-response,10,190750,0.0-7.0-3.0,42677,group2,yes,prosody_paired_samples/KarenL/IR_literal_window.wav,,1,first,11,window,Karen,modal,second,0,Female,Yes,7,31,No
1857,6091,audio-button-response,11,196842,0.0-7.0-4.0,42677,group2,yes,prosody_paired_samples/KarenL/IR_literal_car.wav,,0,first,1,car,Karen,indirect,first,1,Female,Yes,7,31,No
1858,5459,audio-button-response,12,202302,0.0-7.0-5.0,42677,group2,yes,prosody_paired_samples/KarenL/literal_IR_Spanish.wav,,1,second,10,spanish,Karen,modal,second,1,Female,Yes,7,31,No
1859,5406,audio-button-response,13,207709,0.0-7.0-6.0,42677,group2,yes,prosody_paired_samples/KarenL/literal_IR_box.wav,,1,second,3,box,Karen,modal,second,1,Female,Yes,7,31,No
1860,5815,audio-button-response,14,213524,0.0-7.0-7.0,42677,group2,yes,prosody_paired_samples/KarenL/literal_IR_back.wav,,1,second,2,back,Karen,indirect,second,1,Female,Yes,7,31,No
1861,7394,audio-button-response,15,220918,0.0-7.0-8.0,42677,group2,yes,prosody_paired_samples/KarenL/IR_literal_soup.wav,,0,first,9,soup,Karen,indirect,first,1,Female,Yes,7,31,No
1862,5682,audio-button-response,16,226601,0.0-7.0-9.0,42677,group2,yes,prosody_paired_samples/KarenL/literal_IR_laptop.wav,,0,second,5,laptop,Karen,indirect,first,0,Female,Yes,7,31,No
1863,6681,audio-button-response,17,233284,0.0-7.0-10.0,42677,group2,yes,prosody_paired_samples/KarenL/IR_literal_door.wav,,0,first,4,door,Karen,modal,first,1,Female,Yes,7,31,No
1864,8021,audio-button-response,18,241305,0.0-7.0-11.0,42677,group2,yes,prosody_paired_samples/KarenL/literal_IR_phone.wav,,0,second,7,phone,Karen,indirect,first,0,Female,Yes,7,31,No
1865,4535,audio-button-response,19,245842,0.0-8.0-0.0,42677,group2,yes,prosody_paired_samples/NimishP/Literal_IR_door.wav,,1,second,4,door,Nimish,modal,second,1,Female,Yes,7,31,No
1866,5134,audio-button-response,20,250977,0.0-8.0-1.0,42677,group2,yes,prosody_paired_samples/NimishP/Literal_IR_phone.wav,,1,second,7,phone,Nimish,indirect,second,1,Female,Yes,7,31,No
1867,5687,audio-button-response,21,256664,0.0-8.0-2.0,42677,group2,yes,prosody_paired_samples/NimishP/Literal_IR_back.wav,,1,second,2,back,Nimish,indirect,second,1,Female,Yes,7,31,No
1868,7486,audio-button-response,22,264152,0.0-8.0-3.0,42677,group2,yes,prosody_paired_samples/NimishP/IR_Literal_Spanish.wav,,1,first,10,spanish,Nimish,modal,second,0,Female,Yes,7,31,No
1869,4740,audio-button-response,23,268893,0.0-8.0-4.0,42677,group2,yes,prosody_paired_samples/NimishP/Literal_IR_box.wav,,1,second,3,box,Nimish,modal,second,1,Female,Yes,7,31,No
1870,5856,audio-button-response,24,274749,0.0-8.0-5.0,42677,group2,yes,prosody_paired_samples/NimishP/IR_Literal_office.wav,,0,first,6,office,Nimish,indirect,first,1,Female,Yes,7,31,No
1871,6486,audio-button-response,25,281236,0.0-8.0-6.0,42677,group2,yes,prosody_paired_samples/NimishP/IR_Literal_piano.wav,,1,first,8,piano,Nimish,modal,second,0,Female,Yes,7,31,No
1872,6232,audio-button-response,26,287469,0.0-8.0-7.0,42677,group2,yes,prosody_paired_samples/NimishP/Literal_IR_soup.wav,,0,second,9,soup,Nimish,indirect,first,0,Female,Yes,7,31,No
1873,5985,audio-button-response,27,293456,0.0-8.0-8.0,42677,group2,yes,prosody_paired_samples/NimishP/IR_Literal_car.wav,,0,first,1,car,Nimish,indirect,first,1,Female,Yes,7,31,No
1874,5531,audio-button-response,28,298988,0.0-8.0-9.0,42677,group2,yes,prosody_paired_samples/NimishP/IR_Literal_window.wav,,0,first,11,window,Nimish,modal,first,1,Female,Yes,7,31,No
1875,5867,audio-button-response,29,304856,0.0-8.0-10.0,42677,group2,yes,prosody_paired_samples/NimishP/IR_Literal_laptop.wav,,1,first,5,laptop,Nimish,indirect,second,0,Female,Yes,7,31,No
1876,4861,audio-button-response,30,309719,0.0-8.0-11.0,42677,group2,yes,prosody_paired_samples/NimishP/Literal_IR_temp.wav,,1,second,12,temperature,Nimish,modal,second,1,Female,Yes,7,31,No
1877,5326,audio-button-response,31,315046,0.0-9.0-0.0,42677,group2,yes,prosody_paired_samples/KatieS/IR_Literal_window.wav,,0,first,11,window,Katie,modal,first,1,Female,Yes,7,31,No
1878,6103,audio-button-response,32,321149,0.0-9.0-1.0,42677,group2,yes,prosody_paired_samples/KatieS/Literal_IR_back.wav,,1,second,2,back,Katie,indirect,second,1,Female,Yes,7,31,No
1879,5939,audio-button-response,33,327090,0.0-9.0-2.0,42677,group2,yes,prosody_paired_samples/KatieS/Literal_IR_temp.wav,,1,second,12,temperature,Katie,modal,second,1,Female,Yes,7,31,No
1880,4945,audio-button-response,34,332036,0.0-9.0-3.0,42677,group2,yes,prosody_paired_samples/KatieS/IR_Literal_soup.wav,,1,first,9,soup,Katie,indirect,second,0,Female,Yes,7,31,No
1881,5762,audio-button-response,35,337799,0.0-9.0-4.0,42677,group2,yes,prosody_paired_samples/KatieS/IR_Literal_door.wav,,0,first,4,door,Katie,modal,first,1,Female,Yes,7,31,No
1882,5381,audio-button-response,36,343181,0.0-9.0-5.0,42677,group2,yes,prosody_paired_samples/KatieS/Literal_IR_box.wav,,1,second,3,box,Katie,modal,second,1,Female,Yes,7,31,No
1883,5697,audio-button-response,37,348880,0.0-9.0-6.0,42677,group2,yes,prosody_paired_samples/KatieS/IR_Literal_phone.wav,,1,first,7,phone,Katie,indirect,second,0,Female,Yes,7,31,No
1884,5317,audio-button-response,38,354198,0.0-9.0-7.0,42677,group2,yes,prosody_paired_samples/KatieS/IR_Literal_laptop.wav,,0,first,5,laptop,Katie,indirect,first,1,Female,Yes,7,31,No
1885,6008,audio-button-response,39,360208,0.0-9.0-8.0,42677,group2,yes,prosody_paired_samples/KatieS/Literal_IR_office.wav,,1,second,6,office,Katie,indirect,second,1,Female,Yes,7,31,No
1886,7117,audio-button-response,40,367326,0.0-9.0-9.0,42677,group2,yes,prosody_paired_samples/KatieS/IR_Literal_car.wav,,0,first,1,car,Katie,indirect,first,1,Female,Yes,7,31,No
1887,5303,audio-button-response,41,372630,0.0-9.0-10.0,42677,group2,yes,prosody_paired_samples/KatieS/Literal_IR_Spanish.wav,,1,second,10,spanish,Katie,modal,second,1,Female,Yes,7,31,No
1888,5279,audio-button-response,42,377910,0.0-9.0-11.0,42677,group2,yes,prosody_paired_samples/KatieS/Literal_IR_piano.wav,,1,second,8,piano,Katie,modal,second,1,Female,Yes,7,31,No
1889,5590,audio-button-response,43,383501,0.0-10.0-0.0,42677,group2,yes,prosody_paired_samples/DannyK/literal_IR_window.wav,,1,second,11,window,Danny,modal,second,1,Female,Yes,7,31,No
1890,5696,audio-button-response,44,389198,0.0-10.0-1.0,42677,group2,yes,prosody_paired_samples/DannyK/IR_literal_Spanish.wav,,1,first,10,spanish,Danny,modal,second,0,Female,Yes,7,31,No
1891,6541,audio-button-response,45,395739,0.0-10.0-2.0,42677,group2,yes,prosody_paired_samples/DannyK/literal_IR_piano.wav,,1,second,8,piano,Danny,modal,second,1,Female,Yes,7,31,No
1892,5942,audio-button-response,46,401682,0.0-10.0-3.0,42677,group2,yes,prosody_paired_samples/DannyK/IR_literal_temp.wav,,1,first,12,temperature,Danny,modal,second,0,Female,Yes,7,31,No
1893,5078,audio-button-response,47,406761,0.0-10.0-4.0,42677,group2,yes,prosody_paired_samples/DannyK/IR_literal_soup.wav,,0,first,9,soup,Danny,indirect,first,1,Female,Yes,7,31,No
1894,5623,audio-button-response,48,412385,0.0-10.0-5.0,42677,group2,yes,prosody_paired_samples/DannyK/IR_literal_laptop.wav,,0,first,5,laptop,Danny,indirect,first,1,Female,Yes,7,31,No
1895,5877,audio-button-response,49,418262,0.0-10.0-6.0,42677,group2,yes,prosody_paired_samples/DannyK/literal_IR_box.wav,,1,second,3,box,Danny,modal,second,1,Female,Yes,7,31,No
1896,6295,audio-button-response,50,424557,0.0-10.0-7.0,42677,group2,yes,prosody_paired_samples/DannyK/literal_IR_back.wav,,1,second,2,back,Danny,indirect,second,1,Female,Yes,7,31,No
1897,5835,audio-button-response,51,430393,0.0-10.0-8.0,42677,group2,yes,prosody_paired_samples/DannyK/IR_literal_office.wav,,1,first,6,office,Danny,indirect,second,0,Female,Yes,7,31,No
1898,6105,audio-button-response,52,436500,0.0-10.0-9.0,42677,group2,yes,prosody_paired_samples/DannyK/literal_IR_phone.wav,,1,second,7,phone,Danny,indirect,second,1,Female,Yes,7,31,No
1899,5615,audio-button-response,53,442115,0.0-10.0-10.0,42677,group2,yes,prosody_paired_samples/DannyK/IR_literal_car.wav,,1,first,1,car,Danny,indirect,second,0,Female,Yes,7,31,No
1900,5586,audio-button-response,54,447702,0.0-10.0-11.0,42677,group2,yes,prosody_paired_samples/DannyK/literal_IR_door.wav,,1,second,4,door,Danny,modal,second,1,Female,Yes,7,31,No
1901,4939,audio-button-response,55,452642,0.0-11.0-0.0,42677,group2,yes,prosody_paired_samples/MaiyiY/IR_literal_box.wav,,0,first,3,box,Maiyi,modal,first,1,Female,Yes,7,31,No
1902,5920,audio-button-response,56,458563,0.0-11.0-1.0,42677,group2,yes,prosody_paired_samples/MaiyiY/literal_IR_door.wav,,1,second,4,door,Maiyi,modal,second,1,Female,Yes,7,31,No
