,rt,trial_type,trial_index,time_elapsed,internal_node_id,subject,group,passed_test,stimulus,type,button_pressed,answer,stimNum,topic,speaker,form,response,correct,Gender,Native_Speaker,Music_Ability,Age,Mobile
2949,5262,audio-button-response,38,234180,0.0-9.0-7.0,57195,group4,yes,prosody_paired_samples/KarenL/IR_literal_phone.wav,,0,first,7,phone,Karen,indirect,first,1,Male,Yes,1,39,No
2950,7944,audio-button-response,39,242128,0.0-9.0-8.0,57195,group4,yes,prosody_paired_samples/KarenL/literal_IR_car.wav,,1,second,1,car,Karen,indirect,second,1,Male,Yes,1,39,No
2951,4610,audio-button-response,40,246739,0.0-9.0-9.0,57195,group4,yes,prosody_paired_samples/KarenL/literal_IR_door.wav,,0,second,4,door,Karen,modal,first,0,Male,Yes,1,39,No
2952,6717,audio-button-response,41,253460,0.0-9.0-10.0,57195,group4,yes,prosody_paired_samples/KarenL/literal_IR_temp.wav,,1,second,12,temperature,Karen,modal,second,1,Male,Yes,1,39,No
2953,7320,audio-button-response,42,260783,0.0-9.0-11.0,57195,group4,yes,prosody_paired_samples/KarenL/literal_IR_soup.wav,,1,second,9,soup,Karen,indirect,second,1,Male,Yes,1,39,No
2954,6151,audio-button-response,43,266938,0.0-10.0-0.0,57195,group4,yes,prosody_paired_samples/KatieS/Literal_IR_car.wav,,1,second,1,car,Katie,indirect,second,1,Male,Yes,1,39,No
2955,6025,audio-button-response,44,272965,0.0-10.0-1.0,57195,group4,yes,prosody_paired_samples/KatieS/IR_Literal_office.wav,,0,first,6,office,Katie,indirect,first,1,Male,Yes,1,39,No
2956,5869,audio-button-response,45,278838,0.0-10.0-2.0,57195,group4,yes,prosody_paired_samples/KatieS/IR_Literal_back.wav,,0,first,2,back,Katie,indirect,first,1,Male,Yes,1,39,No
2957,5921,audio-button-response,46,284763,0.0-10.0-3.0,57195,group4,yes,prosody_paired_samples/KatieS/IR_Literal_box.wav,,1,first,3,box,Katie,modal,second,0,Male,Yes,1,39,No
2958,5446,audio-button-response,47,290212,0.0-10.0-4.0,57195,group4,yes,prosody_paired_samples/KatieS/Literal_IR_laptop.wav,,1,second,5,laptop,Katie,indirect,second,1,Male,Yes,1,39,No
2959,6926,audio-button-response,48,297142,0.0-10.0-5.0,57195,group4,yes,prosody_paired_samples/KatieS/IR_Literal_Spanish.wav,,0,first,10,spanish,Katie,modal,first,1,Male,Yes,1,39,No
2960,5722,audio-button-response,49,302866,0.0-10.0-6.0,57195,group4,yes,prosody_paired_samples/KatieS/Literal_IR_door.wav,,1,second,4,door,Katie,modal,second,1,Male,Yes,1,39,No
2961,5596,audio-button-response,50,308466,0.0-10.0-7.0,57195,group4,yes,prosody_paired_samples/KatieS/Literal_IR_temp.wav,,1,second,12,temperature,Katie,modal,second,1,Male,Yes,1,39,No
2962,4959,audio-button-response,51,313427,0.0-10.0-8.0,57195,group4,yes,prosody_paired_samples/KatieS/Literal_IR_window.wav,,1,second,11,window,Katie,modal,second,1,Male,Yes,1,39,No
2963,5519,audio-button-response,52,318951,0.0-10.0-9.0,57195,group4,yes,prosody_paired_samples/KatieS/IR_Literal_phone.wav,,0,first,7,phone,Katie,indirect,first,1,Male,Yes,1,39,No
2964,5117,audio-button-response,53,324075,0.0-10.0-10.0,57195,group4,yes,prosody_paired_samples/KatieS/IR_Literal_soup.wav,,0,first,9,soup,Katie,indirect,first,1,Male,Yes,1,39,No
2965,5034,audio-button-response,54,329113,0.0-10.0-11.0,57195,group4,yes,prosody_paired_samples/KatieS/Literal_IR_piano.wav,,1,second,8,piano,Katie,modal,second,1,Male,Yes,1,39,No
2966,5338,audio-button-response,55,334455,0.0-11.0-0.0,57195,group4,yes,prosody_paired_samples/NimishP/Literal_IR_Spanish.wav,,1,second,10,spanish,Nimish,modal,second,1,Male,Yes,1,39,No
2967,6188,audio-button-response,56,340646,0.0-11.0-1.0,57195,group4,yes,prosody_paired_samples/NimishP/Literal_IR_office.wav,,0,second,6,office,Nimish,indirect,first,0,Male,Yes,1,39,No
2968,5484,audio-button-response,57,346133,0.0-11.0-2.0,57195,group4,yes,prosody_paired_samples/NimishP/IR_Literal_temp.wav,,1,first,12,temperature,Nimish,modal,second,0,Male,Yes,1,39,No
2969,4582,audio-button-response,58,350720,0.0-11.0-3.0,57195,group4,yes,prosody_paired_samples/NimishP/IR_Literal_door.wav,,0,first,4,door,Nimish,modal,first,1,Male,Yes,1,39,No
2970,7042,audio-button-response,59,357764,0.0-11.0-4.0,57195,group4,yes,prosody_paired_samples/NimishP/Literal_IR_soup.wav,,1,second,9,soup,Nimish,indirect,second,1,Male,Yes,1,39,No
2971,5293,audio-button-response,60,363060,0.0-11.0-5.0,57195,group4,yes,prosody_paired_samples/NimishP/IR_Literal_window.wav,,0,first,11,window,Nimish,modal,first,1,Male,Yes,1,39,No
2972,5428,audio-button-response,61,368490,0.0-11.0-6.0,57195,group4,yes,prosody_paired_samples/NimishP/IR_Literal_laptop.wav,,0,first,5,laptop,Nimish,indirect,first,1,Male,Yes,1,39,No
2973,5581,audio-button-response,62,374074,0.0-11.0-7.0,57195,group4,yes,prosody_paired_samples/NimishP/Literal_IR_car.wav,,1,second,1,car,Nimish,indirect,second,1,Male,Yes,1,39,No
2974,4624,audio-button-response,63,378702,0.0-11.0-8.0,57195,group4,yes,prosody_paired_samples/NimishP/Literal_IR_phone.wav,,1,second,7,phone,Nimish,indirect,second,1,Male,Yes,1,39,No
2975,4888,audio-button-response,64,383594,0.0-11.0-9.0,57195,group4,yes,prosody_paired_samples/NimishP/Literal_IR_back.wav,,1,second,2,back,Nimish,indirect,second,1,Male,Yes,1,39,No
2976,5182,audio-button-response,65,388780,0.0-11.0-10.0,57195,group4,yes,prosody_paired_samples/NimishP/IR_Literal_piano.wav,,0,first,8,piano,Nimish,modal,first,1,Male,Yes,1,39,No
2977,4608,audio-button-response,66,393391,0.0-11.0-11.0,57195,group4,yes,prosody_paired_samples/NimishP/IR_Literal_box.wav,,0,first,3,box,Nimish,modal,first,1,Male,Yes,1,39,No
2978,13484,survey-text,67,406881,0.0-12.0,57195,group4,yes,,debrief,,,,,,,,0,Male,Yes,1,39,No
2979,11574,survey-multi-choice,68,418532,0.0-13.0,57195,group4,yes,,demographic1,,,,,,,,0,Male,Yes,1,39,No
2980,4478,survey-text,69,423021,0.0-14.0,57195,group4,yes,,age,,,,,,,,0,Male,Yes,1,39,No
2981,18523,survey-text,70,441547,0.0-15.0,57195,group4,yes,,,,,,,,,,0,Male,Yes,1,39,No
2982,3050,instructions,0,3051,0.0-0.0,5779,group2,yes,,,,,,,,,,0,Male,Yes,7,27,No
2983,24164,external-html,1,27275,0.0-1.0,5779,group2,yes,,,,,,,,,,0,Male,Yes,7,27,No
2984,3511,instructions,2,30786,0.0-2.0,5779,group2,yes,,,,,,,,,,0,Male,Yes,7,27,No
2985,,video,3,39604,0.0-3.0,5779,group2,yes,"[""prosody_paired_samples/audio_calibration.mp4""]",calibration,,,,,,,,0,Male,Yes,7,27,No
2986,9271,instructions,4,48875,0.0-4.0,5779,group2,yes,,,,,,,,,,0,Male,Yes,7,27,No
2987,3899,audio-button-response,5,52778,0.0-5.0,5779,group2,yes,prosody_paired_samples/ears_audio_check.wav,test,2,,,,,,,0,Male,Yes,7,27,No
2988,23550,instructions,6,77664,0.0-6.0-0.0,5779,group2,yes,,,,,,,,,,0,Male,Yes,7,27,No
2989,6084,audio-button-response,7,83751,0.0-7.0-0.0,5779,group2,yes,prosody_paired_samples/KarenL/literal_IR_car.wav,,1,second,1,car,Karen,indirect,second,1,Male,Yes,7,27,No
2990,5847,audio-button-response,8,89598,0.0-7.0-1.0,5779,group2,yes,prosody_paired_samples/KarenL/literal_IR_window.wav,,0,second,11,window,Karen,modal,first,0,Male,Yes,7,27,No
2991,5845,audio-button-response,9,95446,0.0-7.0-2.0,5779,group2,yes,prosody_paired_samples/KarenL/IR_literal_soup.wav,,1,first,9,soup,Karen,indirect,second,0,Male,Yes,7,27,No
2992,6487,audio-button-response,10,101933,0.0-7.0-3.0,5779,group2,yes,prosody_paired_samples/KarenL/IR_literal_back.wav,,0,first,2,back,Karen,indirect,first,1,Male,Yes,7,27,No
2993,5623,audio-button-response,11,107557,0.0-7.0-4.0,5779,group2,yes,prosody_paired_samples/KarenL/IR_literal_piano.wav,,0,first,8,piano,Karen,modal,first,1,Male,Yes,7,27,No
2994,6026,audio-button-response,12,113584,0.0-7.0-5.0,5779,group2,yes,prosody_paired_samples/KarenL/literal_IR_temp.wav,,1,second,12,temperature,Karen,modal,second,1,Male,Yes,7,27,No
2995,5249,audio-button-response,13,118834,0.0-7.0-6.0,5779,group2,yes,prosody_paired_samples/KarenL/IR_literal_box.wav,,1,first,3,box,Karen,modal,second,0,Male,Yes,7,27,No
2996,5555,audio-button-response,14,124390,0.0-7.0-7.0,5779,group2,yes,prosody_paired_samples/KarenL/IR_literal_phone.wav,,0,first,7,phone,Karen,indirect,first,1,Male,Yes,7,27,No
2997,7774,audio-button-response,15,132165,0.0-7.0-8.0,5779,group2,yes,prosody_paired_samples/KarenL/literal_IR_office.wav,,1,second,6,office,Karen,indirect,second,1,Male,Yes,7,27,No
2998,6893,audio-button-response,16,139059,0.0-7.0-9.0,5779,group2,yes,prosody_paired_samples/KarenL/literal_IR_door.wav,,0,second,4,door,Karen,modal,first,0,Male,Yes,7,27,No
2999,5540,audio-button-response,17,144601,0.0-7.0-10.0,5779,group2,yes,prosody_paired_samples/KarenL/IR_literal_laptop.wav,,0,first,5,laptop,Karen,indirect,first,1,Male,Yes,7,27,No
3000,5130,audio-button-response,18,149732,0.0-7.0-11.0,5779,group2,yes,prosody_paired_samples/KarenL/literal_IR_Spanish.wav,,1,second,10,spanish,Karen,modal,second,1,Male,Yes,7,27,No
3001,5596,audio-button-response,19,155328,0.0-8.0-0.0,5779,group2,yes,prosody_paired_samples/NimishP/Literal_IR_back.wav,,1,second,2,back,Nimish,indirect,second,1,Male,Yes,7,27,No
3002,4924,audio-button-response,20,160254,0.0-8.0-1.0,5779,group2,yes,prosody_paired_samples/NimishP/Literal_IR_box.wav,,1,second,3,box,Nimish,modal,second,1,Male,Yes,7,27,No
3003,5678,audio-button-response,21,165933,0.0-8.0-2.0,5779,group2,yes,prosody_paired_samples/NimishP/IR_Literal_soup.wav,,1,first,9,soup,Nimish,indirect,second,0,Male,Yes,7,27,No
3004,4755,audio-button-response,22,170689,0.0-8.0-3.0,5779,group2,yes,prosody_paired_samples/NimishP/Literal_IR_door.wav,,1,second,4,door,Nimish,modal,second,1,Male,Yes,7,27,No
3005,5583,audio-button-response,23,176274,0.0-8.0-4.0,5779,group2,yes,prosody_paired_samples/NimishP/Literal_IR_office.wav,,1,second,6,office,Nimish,indirect,second,1,Male,Yes,7,27,No
3006,5121,audio-button-response,24,181395,0.0-8.0-5.0,5779,group2,yes,prosody_paired_samples/NimishP/IR_Literal_window.wav,,0,first,11,window,Nimish,modal,first,1,Male,Yes,7,27,No
3007,22631,audio-button-response,25,204027,0.0-8.0-6.0,5779,group2,yes,prosody_paired_samples/NimishP/IR_Literal_Spanish.wav,,0,first,10,spanish,Nimish,modal,first,1,Male,Yes,7,27,No
3008,3039,audio-button-response,26,207066,0.0-8.0-7.0,5779,group2,yes,prosody_paired_samples/NimishP/IR_Literal_car.wav,,1,first,1,car,Nimish,indirect,second,0,Male,Yes,7,27,No
3009,8322,audio-button-response,27,215392,0.0-8.0-8.0,5779,group2,yes,prosody_paired_samples/NimishP/Literal_IR_piano.wav,,1,second,8,piano,Nimish,modal,second,1,Male,Yes,7,27,No
3010,5255,audio-button-response,28,220647,0.0-8.0-9.0,5779,group2,yes,prosody_paired_samples/NimishP/IR_Literal_temp.wav,,0,first,12,temperature,Nimish,modal,first,1,Male,Yes,7,27,No
3011,5043,audio-button-response,29,225690,0.0-8.0-10.0,5779,group2,yes,prosody_paired_samples/NimishP/IR_Literal_phone.wav,,0,first,7,phone,Nimish,indirect,first,1,Male,Yes,7,27,No
3012,5429,audio-button-response,30,231120,0.0-8.0-11.0,5779,group2,yes,prosody_paired_samples/NimishP/Literal_IR_laptop.wav,,1,second,5,laptop,Nimish,indirect,second,1,Male,Yes,7,27,No
3013,5849,audio-button-response,31,236970,0.0-9.0-0.0,5779,group2,yes,prosody_paired_samples/KatieS/IR_Literal_office.wav,,0,first,6,office,Katie,indirect,first,1,Male,Yes,7,27,No
3014,5059,audio-button-response,32,242030,0.0-9.0-1.0,5779,group2,yes,prosody_paired_samples/KatieS/IR_Literal_Spanish.wav,,0,first,10,spanish,Katie,modal,first,1,Male,Yes,7,27,No
3015,4738,audio-button-response,33,246770,0.0-9.0-2.0,5779,group2,yes,prosody_paired_samples/KatieS/IR_Literal_soup.wav,,0,first,9,soup,Katie,indirect,first,1,Male,Yes,7,27,No
3016,5111,audio-button-response,34,251882,0.0-9.0-3.0,5779,group2,yes,prosody_paired_samples/KatieS/IR_Literal_temp.wav,,0,first,12,temperature,Katie,modal,first,1,Male,Yes,7,27,No
3017,6033,audio-button-response,35,257917,0.0-9.0-4.0,5779,group2,yes,prosody_paired_samples/KatieS/Literal_IR_phone.wav,,0,second,7,phone,Katie,indirect,first,0,Male,Yes,7,27,No
3018,6235,audio-button-response,36,264153,0.0-9.0-5.0,5779,group2,yes,prosody_paired_samples/KatieS/IR_Literal_back.wav,,0,first,2,back,Katie,indirect,first,1,Male,Yes,7,27,No
3019,6344,audio-button-response,37,270499,0.0-9.0-6.0,5779,group2,yes,prosody_paired_samples/KatieS/Literal_IR_car.wav,,1,second,1,car,Katie,indirect,second,1,Male,Yes,7,27,No
3020,5428,audio-button-response,38,275928,0.0-9.0-7.0,5779,group2,yes,prosody_paired_samples/KatieS/IR_Literal_box.wav,,0,first,3,box,Katie,modal,first,1,Male,Yes,7,27,No
3021,5152,audio-button-response,39,281082,0.0-9.0-8.0,5779,group2,yes,prosody_paired_samples/KatieS/Literal_IR_door.wav,,1,second,4,door,Katie,modal,second,1,Male,Yes,7,27,No
3022,4632,audio-button-response,40,285714,0.0-9.0-9.0,5779,group2,yes,prosody_paired_samples/KatieS/Literal_IR_piano.wav,,1,second,8,piano,Katie,modal,second,1,Male,Yes,7,27,No
3023,4383,audio-button-response,41,290099,0.0-9.0-10.0,5779,group2,yes,prosody_paired_samples/KatieS/Literal_IR_window.wav,,1,second,11,window,Katie,modal,second,1,Male,Yes,7,27,No
3024,5787,audio-button-response,42,295887,0.0-9.0-11.0,5779,group2,yes,prosody_paired_samples/KatieS/Literal_IR_laptop.wav,,1,second,5,laptop,Katie,indirect,second,1,Male,Yes,7,27,No
3025,6148,audio-button-response,43,302036,0.0-10.0-0.0,5779,group2,yes,prosody_paired_samples/MaiyiY/IR_literal_office.wav,,0,first,6,office,Maiyi,indirect,first,1,Male,Yes,7,27,No
3026,5308,audio-button-response,44,307345,0.0-10.0-1.0,5779,group2,yes,prosody_paired_samples/MaiyiY/literal_IR_door.wav,,1,second,4,door,Maiyi,modal,second,1,Male,Yes,7,27,No
3027,5184,audio-button-response,45,312530,0.0-10.0-2.0,5779,group2,yes,prosody_paired_samples/MaiyiY/IR_literal_soup.wav,,0,first,9,soup,Maiyi,indirect,first,1,Male,Yes,7,27,No
3028,5308,audio-button-response,46,317841,0.0-10.0-3.0,5779,group2,yes,prosody_paired_samples/MaiyiY/IR_literal_back.wav,,0,first,2,back,Maiyi,indirect,first,1,Male,Yes,7,27,No
3029,6187,audio-button-response,47,324029,0.0-10.0-4.0,5779,group2,yes,prosody_paired_samples/MaiyiY/IR_literal_laptop.wav,,0,first,5,laptop,Maiyi,indirect,first,1,Male,Yes,7,27,No
3030,7790,audio-button-response,48,331821,0.0-10.0-5.0,5779,group2,yes,prosody_paired_samples/MaiyiY/literal_IR_Spanish.wav,,1,second,10,spanish,Maiyi,modal,second,1,Male,Yes,7,27,No
3031,4946,audio-button-response,49,336768,0.0-10.0-6.0,5779,group2,yes,prosody_paired_samples/MaiyiY/literal_IR_piano.wav,,1,second,8,piano,Maiyi,modal,second,1,Male,Yes,7,27,No
3032,5068,audio-button-response,50,341837,0.0-10.0-7.0,5779,group2,yes,prosody_paired_samples/MaiyiY/IR_literal_car.wav,,0,first,1,car,Maiyi,indirect,first,1,Male,Yes,7,27,No
3033,5131,audio-button-response,51,346968,0.0-10.0-8.0,5779,group2,yes,prosody_paired_samples/MaiyiY/literal_IR_box.wav,,1,second,3,box,Maiyi,modal,second,1,Male,Yes,7,27,No
3034,5428,audio-button-response,52,352398,0.0-10.0-9.0,5779,group2,yes,prosody_paired_samples/MaiyiY/literal_IR_window.wav,,1,second,11,window,Maiyi,modal,second,1,Male,Yes,7,27,No
3035,5576,audio-button-response,53,357975,0.0-10.0-10.0,5779,group2,yes,prosody_paired_samples/MaiyiY/literal_IR_temp.wav,,1,second,12,temperature,Maiyi,modal,second,1,Male,Yes,7,27,No
3036,5990,audio-button-response,54,363965,0.0-10.0-11.0,5779,group2,yes,prosody_paired_samples/MaiyiY/IR_literal_phone.wav,,1,first,7,phone,Maiyi,indirect,second,0,Male,Yes,7,27,No
3037,5603,audio-button-response,55,369570,0.0-11.0-0.0,5779,group2,yes,prosody_paired_samples/DannyK/IR_literal_piano.wav,,0,first,8,piano,Danny,modal,first,1,Male,Yes,7,27,No
3038,4501,audio-button-response,56,374072,0.0-11.0-1.0,5779,group2,yes,prosody_paired_samples/DannyK/IR_literal_box.wav,,0,first,3,box,Danny,modal,first,1,Male,Yes,7,27,No
3039,5274,audio-button-response,57,379346,0.0-11.0-2.0,5779,group2,yes,prosody_paired_samples/DannyK/literal_IR_phone.wav,,0,second,7,phone,Danny,indirect,first,0,Male,Yes,7,27,No
3040,289,audio-button-response,58,379637,0.0-11.0-3.0,5779,group2,yes,prosody_paired_samples/DannyK/literal_IR_laptop.wav,,0,second,5,laptop,Danny,indirect,first,0,Male,Yes,7,27,No
3041,5184,audio-button-response,59,384821,0.0-11.0-4.0,5779,group2,yes,prosody_paired_samples/DannyK/IR_literal_window.wav,,0,first,11,window,Danny,modal,first,1,Male,Yes,7,27,No
3042,5641,audio-button-response,60,390463,0.0-11.0-5.0,5779,group2,yes,prosody_paired_samples/DannyK/IR_literal_office.wav,,0,first,6,office,Danny,indirect,first,1,Male,Yes,7,27,No
3043,5843,audio-button-response,61,396308,0.0-11.0-6.0,5779,group2,yes,prosody_paired_samples/DannyK/literal_IR_car.wav,,1,second,1,car,Danny,indirect,second,1,Male,Yes,7,27,No
3044,5159,audio-button-response,62,401467,0.0-11.0-7.0,5779,group2,yes,prosody_paired_samples/DannyK/literal_IR_door.wav,,1,second,4,door,Danny,modal,second,1,Male,Yes,7,27,No
3045,5778,audio-button-response,63,407248,0.0-11.0-8.0,5779,group2,yes,prosody_paired_samples/DannyK/IR_literal_Spanish.wav,,1,first,10,spanish,Danny,modal,second,0,Male,Yes,7,27,No
3046,5092,audio-button-response,64,412340,0.0-11.0-9.0,5779,group2,yes,prosody_paired_samples/DannyK/literal_IR_soup.wav,,0,second,9,soup,Danny,indirect,first,0,Male,Yes,7,27,No
3047,6328,audio-button-response,65,418670,0.0-11.0-10.0,5779,group2,yes,prosody_paired_samples/DannyK/IR_literal_temp.wav,,0,first,12,temperature,Danny,modal,first,1,Male,Yes,7,27,No
3048,5733,audio-button-response,66,424404,0.0-11.0-11.0,5779,group2,yes,prosody_paired_samples/DannyK/literal_IR_back.wav,,1,second,2,back,Danny,indirect,second,1,Male,Yes,7,27,No
3049,13030,survey-text,67,437437,0.0-12.0,5779,group2,yes,,debrief,,,,,,,,0,Male,Yes,7,27,No
3050,9188,survey-multi-choice,68,446638,0.0-13.0,5779,group2,yes,,demographic1,,,,,,,,0,Male,Yes,7,27,No
3051,3102,survey-text,69,449746,0.0-14.0,5779,group2,yes,,age,,,,,,,,0,Male,Yes,7,27,No
3052,5897,survey-text,70,455644,0.0-15.0,5779,group2,yes,,,,,,,,,,0,Male,Yes,7,27,No
3053,3491,instructions,0,3492,0.0-0.0,58464,group3,yes,,,,,,,,,,0,Male,Yes,4,46,No
3054,6553,external-html,1,10152,0.0-1.0,58464,group3,yes,,,,,,,,,,0,Male,Yes,4,46,No
3055,13447,instructions,2,23599,0.0-2.0,58464,group3,yes,,,,,,,,,,0,Male,Yes,4,46,No
3056,,video,3,32512,0.0-3.0,58464,group3,yes,"[""prosody_paired_samples/audio_calibration.mp4""]",calibration,,,,,,,,0,Male,Yes,4,46,No
3057,1546,instructions,4,34058,0.0-4.0,58464,group3,yes,,,,,,,,,,0,Male,Yes,4,46,No
3058,3609,audio-button-response,5,37668,0.0-5.0,58464,group3,yes,prosody_paired_samples/ears_audio_check.wav,test,2,,,,,,,0,Male,Yes,4,46,No
3059,17174,instructions,6,56157,0.0-6.0-0.0,58464,group3,yes,,,,,,,,,,0,Male,Yes,4,46,No
3060,6376,audio-button-response,7,62533,0.0-7.0-0.0,58464,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_back.wav,,1,second,2,back,Maiyi,indirect,second,1,Male,Yes,4,46,No
3061,6827,audio-button-response,8,69360,0.0-7.0-1.0,58464,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_piano.wav,,0,first,8,piano,Maiyi,modal,first,1,Male,Yes,4,46,No
3062,6033,audio-button-response,9,75393,0.0-7.0-2.0,58464,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_soup.wav,,0,first,9,soup,Maiyi,indirect,first,1,Male,Yes,4,46,No
3063,5377,audio-button-response,10,80772,0.0-7.0-3.0,58464,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_box.wav,,1,second,3,box,Maiyi,modal,second,1,Male,Yes,4,46,No
3064,4721,audio-button-response,11,85493,0.0-7.0-4.0,58464,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_door.wav,,1,second,4,door,Maiyi,modal,second,1,Male,Yes,4,46,No
3065,5402,audio-button-response,12,90896,0.0-7.0-5.0,58464,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_temp.wav,,0,first,12,temperature,Maiyi,modal,first,1,Male,Yes,4,46,No
3066,7694,audio-button-response,13,98592,0.0-7.0-6.0,58464,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_window.wav,,0,first,11,window,Maiyi,modal,first,1,Male,Yes,4,46,No
3067,5841,audio-button-response,14,104433,0.0-7.0-7.0,58464,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_office.wav,,0,first,6,office,Maiyi,indirect,first,1,Male,Yes,4,46,No
3068,6887,audio-button-response,15,111322,0.0-7.0-8.0,58464,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_phone.wav,,0,second,7,phone,Maiyi,indirect,first,0,Male,Yes,4,46,No
3069,8201,audio-button-response,16,119523,0.0-7.0-9.0,58464,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_car.wav,,1,second,1,car,Maiyi,indirect,second,1,Male,Yes,4,46,No
3070,7228,audio-button-response,17,126753,0.0-7.0-10.0,58464,group3,yes,prosody_paired_samples/MaiyiY/literal_IR_laptop.wav,,1,second,5,laptop,Maiyi,indirect,second,1,Male,Yes,4,46,No
3071,5968,audio-button-response,18,132721,0.0-7.0-11.0,58464,group3,yes,prosody_paired_samples/MaiyiY/IR_literal_Spanish.wav,,0,first,10,spanish,Maiyi,modal,first,1,Male,Yes,4,46,No
3072,6232,audio-button-response,19,138954,0.0-8.0-0.0,58464,group3,yes,prosody_paired_samples/KarenL/IR_literal_phone.wav,,0,first,7,phone,Karen,indirect,first,1,Male,Yes,4,46,No
3073,6827,audio-button-response,20,145781,0.0-8.0-1.0,58464,group3,yes,prosody_paired_samples/KarenL/literal_IR_soup.wav,,0,second,9,soup,Karen,indirect,first,0,Male,Yes,4,46,No
3074,7530,audio-button-response,21,153313,0.0-8.0-2.0,58464,group3,yes,prosody_paired_samples/KarenL/literal_IR_temp.wav,,0,second,12,temperature,Karen,modal,first,0,Male,Yes,4,46,No
3075,4255,audio-button-response,22,157568,0.0-8.0-3.0,58464,group3,yes,prosody_paired_samples/KarenL/literal_IR_door.wav,,1,second,4,door,Karen,modal,second,1,Male,Yes,4,46,No
3076,6829,audio-button-response,23,164399,0.0-8.0-4.0,58464,group3,yes,prosody_paired_samples/KarenL/IR_literal_back.wav,,1,first,2,back,Karen,indirect,second,0,Male,Yes,4,46,No
3077,5434,audio-button-response,24,169833,0.0-8.0-5.0,58464,group3,yes,prosody_paired_samples/KarenL/literal_IR_piano.wav,,1,second,8,piano,Karen,modal,second,1,Male,Yes,4,46,No
3078,5016,audio-button-response,25,174850,0.0-8.0-6.0,58464,group3,yes,prosody_paired_samples/KarenL/literal_IR_Spanish.wav,,1,second,10,spanish,Karen,modal,second,1,Male,Yes,4,46,No
3079,7936,audio-button-response,26,182786,0.0-8.0-7.0,58464,group3,yes,prosody_paired_samples/KarenL/IR_literal_car.wav,,0,first,1,car,Karen,indirect,first,1,Male,Yes,4,46,No
3080,5688,audio-button-response,27,188477,0.0-8.0-8.0,58464,group3,yes,prosody_paired_samples/KarenL/IR_literal_window.wav,,1,first,11,window,Karen,modal,second,0,Male,Yes,4,46,No
3081,5863,audio-button-response,28,194341,0.0-8.0-9.0,58464,group3,yes,prosody_paired_samples/KarenL/IR_literal_laptop.wav,,1,first,5,laptop,Karen,indirect,second,0,Male,Yes,4,46,No
3082,7182,audio-button-response,29,201523,0.0-8.0-10.0,58464,group3,yes,prosody_paired_samples/KarenL/IR_literal_box.wav,,0,first,3,box,Karen,modal,first,1,Male,Yes,4,46,No
3083,6486,audio-button-response,30,208009,0.0-8.0-11.0,58464,group3,yes,prosody_paired_samples/KarenL/literal_IR_office.wav,,1,second,6,office,Karen,indirect,second,1,Male,Yes,4,46,No
3084,6546,audio-button-response,31,214556,0.0-9.0-0.0,58464,group3,yes,prosody_paired_samples/NimishP/IR_Literal_office.wav,,0,first,6,office,Nimish,indirect,first,1,Male,Yes,4,46,No
3085,5126,audio-button-response,32,219682,0.0-9.0-1.0,58464,group3,yes,prosody_paired_samples/NimishP/Literal_IR_box.wav,,1,second,3,box,Nimish,modal,second,1,Male,Yes,4,46,No
3086,5913,audio-button-response,33,225595,0.0-9.0-2.0,58464,group3,yes,prosody_paired_samples/NimishP/IR_Literal_back.wav,,0,first,2,back,Nimish,indirect,first,1,Male,Yes,4,46,No
3087,5267,audio-button-response,34,230864,0.0-9.0-3.0,58464,group3,yes,prosody_paired_samples/NimishP/IR_Literal_laptop.wav,,0,first,5,laptop,Nimish,indirect,first,1,Male,Yes,4,46,No
3088,5387,audio-button-response,35,236252,0.0-9.0-4.0,58464,group3,yes,prosody_paired_samples/NimishP/IR_Literal_temp.wav,,0,first,12,temperature,Nimish,modal,first,1,Male,Yes,4,46,No
3089,4958,audio-button-response,36,241211,0.0-9.0-5.0,58464,group3,yes,prosody_paired_samples/NimishP/IR_Literal_Spanish.wav,,0,first,10,spanish,Nimish,modal,first,1,Male,Yes,4,46,No
3090,7023,audio-button-response,37,248235,0.0-9.0-6.0,58464,group3,yes,prosody_paired_samples/NimishP/IR_Literal_soup.wav,,0,first,9,soup,Nimish,indirect,first,1,Male,Yes,4,46,No
3091,5658,audio-button-response,38,253893,0.0-9.0-7.0,58464,group3,yes,prosody_paired_samples/NimishP/Literal_IR_car.wav,,1,second,1,car,Nimish,indirect,second,1,Male,Yes,4,46,No
3092,5688,audio-button-response,39,259581,0.0-9.0-8.0,58464,group3,yes,prosody_paired_samples/NimishP/Literal_IR_phone.wav,,1,second,7,phone,Nimish,indirect,second,1,Male,Yes,4,46,No
3093,4546,audio-button-response,40,264127,0.0-9.0-9.0,58464,group3,yes,prosody_paired_samples/NimishP/Literal_IR_door.wav,,1,second,4,door,Nimish,modal,second,1,Male,Yes,4,46,No
